category,attribute,conflict_0,conflict_1,equal_0,equal_1,conflicts,equals,negative_rate_given_conflict,category_negative_rate,smoothed_negative_rate,negative_lift,candidate
Строительство и ремонт,тип заклепок,1,1,5,4,2,9,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,класс изоляции,1,1,0,0,2,0,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,тип охлаждения,1,1,2,1,2,3,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,направление выпуска,1,1,0,1,2,1,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,тип антисептика,1,1,0,0,2,0,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,количество тарифов,1,1,0,0,2,0,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,вид крепления,1,1,0,0,2,0,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,вид решетки,1,1,0,1,2,1,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Строительство и ремонт,инструменты в комплекте,1,1,0,0,2,0,0.5,0.7837222870478413,0.7026587764627438,-0.08106351058509753,False
Красота и гигиена,форма выпуска,9,8,2,1,17,3,0.5294117647058824,0.6360183767228178,0.5536405401642768,-0.08237783655854103,False
Строительство и ремонт,тип сварочного аппарата,15,7,3,1,22,4,0.6818181818181818,0.7837222870478413,0.7006893124162669,-0.08303297463157444,False
Мебель,материал сиденья,8,3,0,1,11,1,0.7272727272727273,0.8491264607196576,0.765352018974893,-0.08377444174476456,False
Детские товары,вид профессии,1,3,3,0,4,3,0.25,0.43993731541197034,0.355520730784428,-0.08441658462754237,False
Автотовары,классификация по api,21,8,3,4,29,7,0.7241379310344828,0.8248735197642743,0.7389519882006286,-0.08592153156364568,False
Спорт и отдых,материал деки,12,7,12,13,19,25,0.631578947368421,0.7404275591020069,0.6542557414795848,-0.0861718176224221,False
Автотовары,пол,4,2,1,0,6,1,0.6666666666666666,0.8248735197642743,0.7385788726201248,-0.08629464714414947,False
Бытовая химия,назначение средства для стирки,8,11,2,1,19,3,0.42105263157894735,0.530485955226597,0.4438512406722077,-0.08663471455438931,False
Электроника,подключение,4,2,13,10,6,23,0.6666666666666666,0.8267152121970645,0.7394160055441202,-0.08729920665294422,False
Электроника,режим записи,4,2,1,1,6,2,0.6666666666666666,0.8267152121970645,0.7394160055441202,-0.08729920665294422,False
Электроника,тип карты памяти,100,36,112,57,136,169,0.7352941176470589,0.8267152121970645,0.73853600043252,-0.08817921176454446,False
Хобби и творчество,"количество в упаковке, шт",0,1,1,0,1,1,0.0,0.5357526560821296,0.446460546735108,-0.08929210934702164,False
Хобби и творчество,назначение иглы,0,1,0,0,1,0,0.0,0.5357526560821296,0.446460546735108,-0.08929210934702164,False
Хобби и творчество,формат,0,1,0,0,1,0,0.0,0.5357526560821296,0.446460546735108,-0.08929210934702164,False
Мебель,тип механизма качания,61,20,78,17,81,95,0.7530864197530864,0.8491264607196576,0.7586701430650963,-0.0904563176545613,False
Строительство и ремонт,тип аккумулятора,12,6,57,21,18,78,0.6666666666666666,0.7837222870478413,0.6921135406625742,-0.09160874638526706,False
Мебель,регулировка,151,49,71,35,200,106,0.755,0.8491264607196576,0.7572957673346258,-0.0918306933850318,False
Строительство и ремонт,название цвета,3,2,0,1,5,1,0.6,0.7837222870478413,0.6918611435239207,-0.09186114352392061,False
Строительство и ремонт,материал рукоятки,3,2,2,0,5,2,0.6,0.7837222870478413,0.6918611435239207,-0.09186114352392061,False
Строительство и ремонт,назначение инсталляции,3,2,0,0,5,0,0.6,0.7837222870478413,0.6918611435239207,-0.09186114352392061,False
Строительство и ремонт,тип запуска,3,2,3,2,5,5,0.6,0.7837222870478413,0.6918611435239207,-0.09186114352392061,False
Продукты питания,форма макарон,4,3,5,0,7,5,0.5714285714285714,0.7300237227333217,0.6375098844722173,-0.09251383826110438,False
Электроника,расположение подсветки,1,1,0,1,2,1,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,количество динамиков,1,1,2,2,2,4,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,сертификат 80 plus,1,1,3,0,2,3,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,тип лампы,1,1,0,1,2,1,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,датчики,1,1,3,0,2,3,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,форма тонарма,1,1,0,1,2,1,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,шумоподавление,1,1,0,0,2,0,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,входное напряжение,1,1,0,0,2,0,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,способ крепления,1,1,0,0,2,0,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Электроника,количество внешних карманов,1,1,0,0,2,0,0.5,0.8267152121970645,0.7333680087121889,-0.09334720348487557,False
Спорт и отдых,уровень подготовки,6,4,5,0,10,5,0.6,0.7404275591020069,0.6468091863673355,-0.09361837273467133,False
Продукты питания,условия хранения,1281,734,71,31,2015,102,0.6357320099255583,0.7300237227333217,0.6359654052542904,-0.09405831747903137,False
Галантерея и аксессуары,тематика,1,1,1,0,2,1,0.5,0.8319352378717663,0.737096598479833,-0.09483863939193327,False
Продукты питания,вид конфет,197,115,84,55,312,139,0.6314102564102564,0.7300237227333217,0.632965673860147,-0.09705804887317471,False
Строительство и ремонт,вид ламп,399,183,132,48,582,180,0.6855670103092784,0.7837222870478413,0.6864030859203394,-0.09731920112750192,False
Продукты питания,вид урбеча,9,6,0,1,15,1,0.6,0.7300237227333217,0.6325059306833304,-0.09751779204999134,False
Дом и сад,количество предметов,64,37,14,17,101,31,0.6336633663366337,0.7369750932499097,0.6385365610023542,-0.0984385322475555,False
Спорт и отдых,беспроводные интерфейсы,4,3,2,2,7,4,0.5714285714285714,0.7404275591020069,0.6418448162925029,-0.09858274280950396,False
Спорт и отдых,толщина губки,4,3,1,2,7,3,0.5714285714285714,0.7404275591020069,0.6418448162925029,-0.09858274280950396,False
Товары для животных,условия хранения,48,41,3,2,89,5,0.5393258426966292,0.6447764651378272,0.544934918358395,-0.09984154677943213,False
Строительство и ремонт,гарантия,104,49,25,8,153,33,0.6797385620915033,0.7837222870478413,0.6830291862989822,-0.10069310074885907,False
Электроника,тип связи,14,6,2,2,20,4,0.7,0.8267152121970645,0.7253430424394129,-0.10137216975765151,False
Электроника,совместимые модели,14,6,2,3,20,5,0.7,0.8267152121970645,0.7253430424394129,-0.10137216975765151,False
Обувь,размер производителя,1145,287,9,1,1432,10,0.7995810055865922,0.901695110701107,0.7999363086663226,-0.10175880203478438,False
Галантерея и аксессуары,специальные отделения,17,7,2,0,24,2,0.7083333333333334,0.8319352378717663,0.7296440065296148,-0.10229123134215146,False
Электроника,"ширина, мм",6,3,1,0,9,1,0.6666666666666666,0.8267152121970645,0.7238268614989517,-0.10288835069811275,False
Дом и сад,форма сечения лески,2,2,3,0,4,3,0.5,0.7369750932499097,0.6316528295832833,-0.10532226366662645,False
Дом и сад,цвет свечения,2,2,2,3,4,5,0.5,0.7369750932499097,0.6316528295832833,-0.10532226366662645,False
Строительство и ремонт,тип выключателя,11,6,15,2,17,17,0.6470588235294118,0.7837222870478413,0.6781187016017821,-0.10560358544605919,False
Красота и гигиена,вид пилинга,0,1,0,0,1,0,0.0,0.6360183767228178,0.5300153139356815,-0.10600306278713634,False
Красота и гигиена,перфорация,0,1,0,0,1,0,0.0,0.6360183767228178,0.5300153139356815,-0.10600306278713634,False
Электроника,тип матрицы,60,24,40,20,84,60,0.7142857142857143,0.8267152121970645,0.7206019782133182,-0.10611323398374628,False
Галантерея и аксессуары,"ширина, см",6,3,0,1,9,1,0.6666666666666666,0.8319352378717663,0.7256911563827736,-0.10624408148899267,False
Спорт и отдых,количество воздушных отсеков,2,2,0,0,4,0,0.5,0.7404275591020069,0.6335708661677816,-0.10685669293422528,False
Спорт и отдых,тип дна,2,2,0,0,4,0,0.5,0.7404275591020069,0.6335708661677816,-0.10685669293422528,False
Спорт и отдых,материал камеры,2,2,4,1,4,5,0.5,0.7404275591020069,0.6335708661677816,-0.10685669293422528,False
Спорт и отдых,материал клинка,2,2,3,5,4,8,0.5,0.7404275591020069,0.6335708661677816,-0.10685669293422528,False
Детские товары,особенности конструктора,54,110,0,2,164,2,0.32926829268292684,0.43993731541197034,0.3325425241246145,-0.10739479128735585,False
Товары для животных,дозировка,0,1,0,0,1,0,0.0,0.6447764651378272,0.5373137209481893,-0.10746274418963786,False
Продукты питания,вид печенья,20,13,1,6,33,7,0.6060606060606061,0.7300237227333217,0.6223715424649108,-0.10765218026841095,False
Красота и гигиена,способ применения,141,127,50,19,268,69,0.5261194029850746,0.6360183767228178,0.5281322047018832,-0.10788617202093465,False
Электроника,беспроводные интерфейсы,708,279,42,22,987,64,0.7173252279635258,0.8267152121970645,0.7178765887711546,-0.10883862342590989,False
Канцелярские товары,класс взломостойкости двери (гост-р),0,1,0,0,1,0,0.0,0.6597844514410269,0.5498203762008558,-0.10996407524017116,False
Канцелярские товары,"вес, кг",0,1,0,0,1,0,0.0,0.6597844514410269,0.5498203762008558,-0.10996407524017116,False
Канцелярские товары,количество строк дисплея,0,1,3,0,1,3,0.0,0.6597844514410269,0.5498203762008558,-0.10996407524017116,False
Канцелярские товары,дизайн обложки,0,1,1,1,1,2,0.0,0.6597844514410269,0.5498203762008558,-0.10996407524017116,False
Дом и сад,дизайн,17,11,2,0,28,2,0.6071428571428571,0.7369750932499097,0.6268144080681681,-0.1101606851817416,False
Спорт и отдых,конструкция,7,5,3,3,12,6,0.5833333333333334,0.7404275591020069,0.6295375173829432,-0.11089004171906369,False
Детские товары,персонаж,6,14,1,0,20,1,0.3,0.43993731541197034,0.32798746308239407,-0.11194985232957627,False
Электроника,разъем питания процессора,13,6,2,2,19,4,0.6842105263157895,0.8267152121970645,0.7138990025410551,-0.11281620965600936,False
Электроника,тип принтера,3,2,3,3,5,6,0.6,0.8267152121970645,0.7133576060985323,-0.11335760609853218,False
Обувь,размер,1,1,0,0,2,0,0.5,0.901695110701107,0.7869250790722192,-0.11477003162888777,False
Дом и сад,особенности,10,7,0,0,17,0,0.5882352941176471,0.7369750932499097,0.6220397939204341,-0.11493529932947566,False
Галантерея и аксессуары,покрытие линз,3,2,1,0,5,1,0.6,0.8319352378717663,0.7159676189358831,-0.11596761893588314,False
Мебель,материал,17,7,26,5,24,31,0.7083333333333334,0.8491264607196576,0.7326080104689064,-0.11651845025075114,False
Галантерея и аксессуары,особенности шнурков,8,4,3,0,12,3,0.6666666666666666,0.8319352378717663,0.7152750699622841,-0.11666016790948219,False
Товары для животных,материал лезвий,1,2,1,0,3,1,0.3333333333333333,0.6447764651378272,0.527985290711142,-0.11679117442668518,False
Строительство и ремонт,тип крепления,66,34,56,41,100,97,0.66,0.7837222870478413,0.6658915374784685,-0.11783074956937278,False
Мебель,покрытие,14,6,6,2,20,8,0.7,0.8491264607196576,0.7298252921439315,-0.11930116857572604,False
Спорт и отдых,материал рукояти,26,17,4,4,43,8,0.6046511627906976,0.7404275591020069,0.6187945374064591,-0.1216330216955478,False
Продукты питания,"жирность, %",0,1,2,0,1,2,0.0,0.7300237227333217,0.6083531022777681,-0.12167062045555366,False
Продукты питания,вид пирожного,0,1,1,0,1,1,0.0,0.7300237227333217,0.6083531022777681,-0.12167062045555366,False
Продукты питания,вид пива,0,1,0,0,1,0,0.0,0.7300237227333217,0.6083531022777681,-0.12167062045555366,False
Продукты питания,год урожая,0,1,0,0,1,0,0.0,0.7300237227333217,0.6083531022777681,-0.12167062045555366,False
Продукты питания,минерализация,0,1,0,0,1,0,0.0,0.7300237227333217,0.6083531022777681,-0.12167062045555366,False
Аптека,для детей,1,1,3,2,2,5,0.5,0.9272748227972109,0.8051963019980077,-0.12207852079920312,False
Аптека,"объем, мл",1,1,9,3,2,12,0.5,0.9272748227972109,0.8051963019980077,-0.12207852079920312,False
Аптека,режимы работы,1,1,0,0,2,0,0.5,0.9272748227972109,0.8051963019980077,-0.12207852079920312,False
Товары для животных,особенности игрушки,2,3,0,0,5,0,0.4,0.6447764651378272,0.5223882325689135,-0.12238823256891362,False
Канцелярские товары,"ширина, мм",1,2,0,0,3,0,0.3333333333333333,0.6597844514410269,0.5373652821506418,-0.1224191692903851,False
Дом и сад,режущий элемент триммера,0,1,1,2,1,3,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,тип антипригарного покрытия,0,1,0,1,1,1,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,количество наволочек в комплекте,0,1,0,0,1,0,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,количество свечей,0,1,5,10,1,15,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,"мощность, л.с.",0,1,0,1,1,1,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,количество эффектов,0,1,0,0,1,0,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,вид блюда,0,1,0,0,1,0,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Дом и сад,тип питания,0,1,0,0,1,0,0.0,0.7369750932499097,0.6141459110415914,-0.12282918220831829,False
Автотовары,тип двигателя,5,3,0,0,8,0,0.625,0.8248735197642743,0.7018744306785671,-0.12299908908570711,False
Спорт и отдых,тип застежки,0,1,23,5,1,28,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,материал браслета/ремешка,0,1,1,0,1,1,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,пол ребенка,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,количество персон,0,1,0,1,1,1,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,материал сердечника,0,1,0,1,1,1,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,вид бильярда,0,1,4,1,1,5,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,"диаметр батута, см",0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,циферблат,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,количество слоев дерева,0,1,0,1,1,1,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,фиксаторы дисков,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,направление вращения,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,количество звезд,0,1,0,1,1,1,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,бесконтактная оплата,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,степень защиты,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Спорт и отдых,функции,0,1,0,0,1,0,0.0,0.7404275591020069,0.617022965918339,-0.12340459318366781,False
Электроника,количество портов,5,3,0,0,8,0,0.625,0.8267152121970645,0.7025827739219479,-0.12413243827511655,False
Канцелярские товары,форма карандаша,24,22,0,0,46,0,0.5217391304347826,0.6597844514410269,0.5352729854353948,-0.12451146600563212,False
Электроника,слот для карты памяти,12,6,21,2,18,23,0.6666666666666666,0.8267152121970645,0.7014598287384923,-0.12525538345857212,False
Детские товары,количество батареек,0,2,0,0,2,0,0.0,0.43993731541197034,0.31424093957997884,-0.1256963758319915,False
Строительство и ремонт,степень защиты,2,2,24,27,4,51,0.5,0.7837222870478413,0.6576234928043563,-0.12609879424348502,False
Хобби и творчество,вид исследований,1,3,1,4,4,5,0.25,0.5357526560821296,0.40875147560118313,-0.1270011804809465,False
Галантерея и аксессуары,механизм зонта,5,3,5,7,8,12,0.625,0.8319352378717663,0.7045904761045254,-0.12734476176724085,False
Канцелярские товары,вид маркера,2,3,0,1,5,1,0.4,0.6597844514410269,0.5298922257205134,-0.1298922257205135,False
Строительство и ремонт,регулировка температуры,0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,вид газа,0,1,2,0,1,2,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,форма жала,0,1,0,2,1,2,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,форма губок,0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,вид топора,0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,диаметр заклепок,0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,метиз в комплекте,0,1,1,0,1,1,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,класс инструмента,0,1,1,0,1,1,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,форма выпуска,0,1,2,0,1,2,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,"уровень шума, дб",0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,система очистки фильтра,0,1,0,1,1,1,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,диаметр воздушного штуцера,0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Строительство и ремонт,тип генератора,0,1,0,0,1,0,0.0,0.7837222870478413,0.6531019058732012,-0.13062038117464014,False
Электроника,количество антенн,7,4,7,9,11,16,0.6363636363636364,0.8267152121970645,0.6958485038115827,-0.13086670838548176,False
Ювелирные изделия,коллекция,997,345,493,131,1342,624,0.7429210134128167,0.8759460536049621,0.7434147960415922,-0.13253125756336992,False
Галантерея и аксессуары,количество в упаковке,14,7,0,0,21,0,0.6666666666666666,0.8319352378717663,0.6984490842061089,-0.13348615366565741,False
Автотовары,способ крепления,0,1,7,2,1,9,0.0,0.8248735197642743,0.6873945998035619,-0.13747891996071238,False
Автотовары,встроенная батарея,0,1,0,0,1,0,0.0,0.8248735197642743,0.6873945998035619,-0.13747891996071238,False
Электроника,разрешение камеры,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,органайзер,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,обратная связь,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,особенности наушников,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,конструктивные особенности,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,технология печати,0,1,3,4,1,7,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,сокет процессора,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,тип фотопленки,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,индикация,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,цвет подсветки,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Электроника,совместимые ос,0,1,0,0,1,0,0.0,0.8267152121970645,0.6889293434975537,-0.1377858686995107,False
Строительство и ремонт,тип двигателя,9,6,1,0,15,1,0.6,0.7837222870478413,0.6459305717619603,-0.13779171528588097,False
Дом и сад,праздник,40,28,35,16,68,51,0.5882352941176471,0.7369750932499097,0.5984229515924596,-0.1385521416574501,False
Детские товары,развитие навыков,2,7,0,0,9,0,0.2222222222222222,0.43993731541197034,0.2999776126471323,-0.13995970276483805,False
Электроника,модуль сотовой связи,2,2,0,0,4,0,0.5,0.8267152121970645,0.6815084512205913,-0.14520676097647311,False
Электроника,замер экспозиции,2,2,0,0,4,0,0.5,0.8267152121970645,0.6815084512205913,-0.14520676097647311,False
Электроника,шумоподавление микрофона,2,2,0,0,4,0,0.5,0.8267152121970645,0.6815084512205913,-0.14520676097647311,False
Электроника,скорость сканирования,2,2,0,0,4,0,0.5,0.8267152121970645,0.6815084512205913,-0.14520676097647311,False
Электроника,отстегивающиеся кабели,2,2,2,0,4,2,0.5,0.8267152121970645,0.6815084512205913,-0.14520676097647311,False
Ювелирные изделия,вид пирсинга,0,1,0,0,1,0,0.0,0.8759460536049621,0.7299550446708017,-0.1459910089341604,False
Обувь,"длина стельки, см",80,27,3,1,107,4,0.7476635514018691,0.901695110701107,0.7545399602991566,-0.14715515040195037,False
Аптека,материал,32,10,22,13,42,35,0.7619047619047619,0.9272748227972109,0.7794973215741713,-0.14777750122303956,False
Спорт и отдых,"длина, см",4,4,6,7,8,13,0.5,0.7404275591020069,0.5924721381161565,-0.14795542098585035,False
Продукты питания,сорт муки,1,2,0,0,3,0,0.3333333333333333,0.7300237227333217,0.581264826708326,-0.1487588960249957,False
Электроника,система охлаждения,4,3,1,0,7,1,0.5714285714285714,0.8267152121970645,0.6777980050821103,-0.14891720711495415,False
Электроника,smart tv,4,3,0,0,7,0,0.5714285714285714,0.8267152121970645,0.6777980050821103,-0.14891720711495415,False
Электроника,блок питания,4,3,3,2,7,5,0.5714285714285714,0.8267152121970645,0.6777980050821103,-0.14891720711495415,False
Обувь,жесткость колес,0,1,1,1,1,2,0.0,0.901695110701107,0.7514125922509224,-0.1502825184501846,False
Мебель,артикул,9,5,0,3,14,3,0.6428571428571429,0.8491264607196576,0.6971385422946468,-0.1519879184250108,False
Спорт и отдых,насос,1,2,0,0,3,0,0.3333333333333333,0.7404275591020069,0.5877672244387543,-0.15266033466325257,False
Спорт и отдых,пьезоподжиг,1,2,0,2,3,2,0.3333333333333333,0.7404275591020069,0.5877672244387543,-0.15266033466325257,False
Спорт и отдых,регулятор пламени,1,2,0,1,3,1,0.3333333333333333,0.7404275591020069,0.5877672244387543,-0.15266033466325257,False
Красота и гигиена,"вес, г",6,8,3,2,14,5,0.42857142857142855,0.6360183767228178,0.48316273071653104,-0.15285564600628676,False
Хобби и творчество,минимальное число игроков,0,2,1,5,2,6,0.0,0.5357526560821296,0.3826804686300926,-0.15307218745203705,False
Хобби и творчество,максимальное число игроков,0,2,1,5,2,6,0.0,0.5357526560821296,0.3826804686300926,-0.15307218745203705,False
Электроника,интерфейсы,10,6,0,0,16,0,0.625,0.8267152121970645,0.6730274314754916,-0.15368778072157285,False
Аптека,сторона,0,1,0,0,1,0,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,тип теста,0,1,0,0,1,0,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,условия отпуска,0,1,0,3,1,3,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,вид ингалятора,0,1,0,1,1,1,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,вкус,0,1,1,0,1,1,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,размер пеленки,0,1,0,0,1,0,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,вид трости,0,1,0,0,1,0,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Аптека,тип тату машинки,0,1,0,0,1,0,0.0,0.9272748227972109,0.7727290189976758,-0.1545458037995351,False
Строительство и ремонт,количество лучей,3,3,3,1,6,4,0.5,0.7837222870478413,0.6289646759308369,-0.15475761111700437,False
Строительство и ремонт,режимы работы,3,3,0,0,6,0,0.5,0.7837222870478413,0.6289646759308369,-0.15475761111700437,False
Ювелирные изделия,упаковка,10,5,1,0,15,1,0.6666666666666666,0.8759460536049621,0.7189865134012405,-0.1569595402037216,False
Красота и гигиена,тип кожи,394,432,170,174,826,344,0.47699757869249393,0.6360183767228178,0.47795438253142486,-0.15806399419139294,False
Детские товары,эффекты,4,13,1,0,17,1,0.23529411764705882,0.43993731541197034,0.28180393532090237,-0.15813338009106798,False
Музыкальные инструменты,функции,6,5,0,0,11,0,0.5454545454545454,0.7780700705488461,0.6181468970465145,-0.15992317350233165,False
Спорт и отдых,количество каналов,5,5,1,1,10,2,0.5,0.7404275591020069,0.5801425197006689,-0.16028503940133798,False
Красота и гигиена,spf,26,31,7,9,57,16,0.45614035087719296,0.6360183767228178,0.4706466432840982,-0.16537173343871958,False
Хобби и творчество,наука,1,4,10,27,5,37,0.2,0.5357526560821296,0.3678763280410648,-0.16787632804106484,False
Строительство и ремонт,тип патрона,17,12,59,28,29,87,0.5862068965517241,0.7837222870478413,0.6152532775070355,-0.1684690095408058,False
Канцелярские товары,вид калькулятора,8,10,0,0,18,0,0.4444444444444444,0.6597844514410269,0.4912574894437015,-0.16852696199732542,False
Строительство и ремонт,тип рукоятки,1,2,2,4,3,6,0.3333333333333333,0.7837222870478413,0.6148264294049008,-0.16889585764294046,False
Строительство и ремонт,количество насадок,1,2,0,0,3,0,0.3333333333333333,0.7837222870478413,0.6148264294049008,-0.16889585764294046,False
Строительство и ремонт,тип уборки,1,2,0,0,3,0,0.3333333333333333,0.7837222870478413,0.6148264294049008,-0.16889585764294046,False
Строительство и ремонт,тип соединения,1,2,0,0,3,0,0.3333333333333333,0.7837222870478413,0.6148264294049008,-0.16889585764294046,False
Электроника,тип подшипника,9,6,0,1,15,1,0.6,0.8267152121970645,0.6566788030492662,-0.17003640914779827,False
Спорт и отдых,тип переносицы,2,3,0,0,5,0,0.4,0.7404275591020069,0.5702137795510034,-0.17021377955100347,False
Спорт и отдых,мониторинг,2,3,0,0,5,0,0.4,0.7404275591020069,0.5702137795510034,-0.17021377955100347,False
Дом и сад,материал корпуса,28,23,26,18,51,44,0.5490196078431373,0.7369750932499097,0.5658013476115991,-0.17117374563831067,False
Красота и гигиена,вид бритвенного станка,1,3,3,3,4,6,0.25,0.6360183767228178,0.4644546537348988,-0.171563722987919,False
Красота и гигиена,количество слоев,14,18,0,1,32,1,0.4375,0.6360183767228178,0.46432680766524564,-0.17169156905757216,False
Музыкальные инструменты,жесткость клавиатуры,10,8,49,25,18,74,0.5555555555555556,0.7780700705488461,0.603928276206271,-0.17414179434257515,False
Мебель,материал наполнителя,18,10,20,12,28,32,0.6428571428571429,0.8491264607196576,0.6741100698060087,-0.17501639091364884,False
Дом и сад,тип двигателя,36,30,0,0,66,0,0.5454545454545454,0.7369750932499097,0.5589419079753458,-0.1780331852745639,False
Обувь,стиль катания,2,2,2,8,4,10,0.5,0.901695110701107,0.7231639503895039,-0.1785311603116031,False
Строительство и ремонт,количество звеньев,13,10,0,1,23,1,0.5652173913043478,0.7837222870478413,0.6042361226871146,-0.17948616436072673,False
Красота и гигиена,количество пинцетов,0,2,0,0,2,0,0.0,0.6360183767228178,0.45429884051629843,-0.18171953620651937,False
Аптека,взаимодействие с другими препаратами,11,5,1,1,16,2,0.6875,0.9272748227972109,0.7445892435231455,-0.18268557927406537,False
Электроника,количество цветов,1,2,33,10,3,43,0.3333333333333333,0.8267152121970645,0.6416970076231653,-0.18501820457389917,False
